Employee ID,Employee Name,Gender,Profession,Profession Group,Date of Birth,Age,Hire Date,Resignation Date
884,Dr. Bayu Hutabarat,M,Doctor,Medical,2001-09-25,24,14/01/2023,
885,Mira Susanto,F,Cleaning Service,Non Medical,1967-01-25,59,11/05/1989,
886,"dr. Bella Raharjo, Sp.RM",F,Specialist Doctor,Medical,1979-02-10,47,26/12/2008,
887,"Nugroho Sinaga, S.Farm",M,Pharmacist,Medical,1984-09-08,41,28/09/2011,
888,"Retno Panjaitan, M.Keb",F,Midwife,Medical,1990-07-05,35,20/12/2008,
889,"Tri Simanjuntak, S.Tr.Kes",F,Laboratory Analyst,Medical,1992-10-10,33,10/09/2012,
890,"Kartika Firmansyah, A.Md.Kep",F,Nurse,Medical,1965-05-31,60,17/06/1987,
891,"Kurniawan Wijaya, M.Kep",M,Nurse,Medical,1989-08-19,36,21/05/2014,
892,"Dedi Sinaga, S.T",M,IT Team,Non Medical,2003-03-30,23,24/04/2025,
893,dr. Hadi Hakim,M,Doctor,Medical,1997-03-26,29,09/11/2019,24/05/2025
894,"Eko Manurung, A.Md.Kep",M,Nurse,Medical,1985-12-18,40,18/11/2014,
895,Wulan Kusuma,F,Nurse,Medical,1994-11-21,31,13/11/2025,
896,"Purwanto Gunawan, A.Md.Kes",M,Medical Support,Medical,1972-08-09,53,07/06/2005,
897,Vera Prabowo,F,Cleaning Service,Non Medical,1999-01-20,27,13/04/2025,
898,Dr. Fitri Widodo,F,Nurse,Medical,1994-09-13,31,25/04/2018,
899,Yuliana Lubis,F,Nutritionist,Medical,1986-02-03,40,18/08/2020,
900,"Intan Nasution, S.Kep",F,Nurse,Medical,1992-10-03,33,30/03/2018,
901,Wulan Putra,F,Administration,Non Medical,1986-05-28,39,20/09/2011,
902,Mega Prasetyo,F,Cleaning Service,Non Medical,1981-08-23,44,17/06/2013,13/04/2017
903,Gilang Kurniawan,M,Security,Non Medical,1969-07-06,56,04/04/2009,
904,Sari Sugiarto,F,Cleaning Service,Non Medical,1978-06-01,47,04/07/2017,
905,Widya Tampubolon,F,Laundry Staff,Non Medical,1982-12-29,43,01/09/2001,
906,Cahyo Kurniawan,M,Ambulance Driver,Non Medical,1999-02-18,27,23/07/2018,
907,"Dewi Lubis, M.Kep",F,Nurse,Medical,1972-01-07,54,12/11/2007,
908,Dr. Retno Wijayanto,F,Nurse,Medical,1998-01-24,28,26/11/2016,30/11/2023
909,Maya Situmorang,F,Physiotherapist,Medical,2000-01-25,26,11/11/2024,
910,"Farhan Hutapea, M.Adm.Kes",M,Management,Non Medical,1967-09-17,58,21/06/2005,06/11/2019
911,dr. Tri Manurung,F,Doctor,Medical,1989-03-03,37,06/12/2016,
912,"dr. Fajar Budiman, Sp.U",M,Specialist Doctor,Medical,1970-02-24,56,11/07/1993,
913,Dr. Yuni Widodo,F,Nurse,Medical,1979-12-23,46,16/10/2003,17/08/2009
914,"Mira Simanjuntak, S.Keb",F,Midwife,Medical,1989-04-19,37,14/02/2010,
915,"Kartika Siregar, S.Tr.Kes",F,CSSD,Non Medical,1974-04-07,52,20/10/2012,20/03/2017
916,"Tiara Suprapto, A.Md.Kes",F,Medical Support,Medical,1978-01-15,48,08/04/2006,17/12/2014
917,Tuti Rahman,F,Cleaning Service,Non Medical,2000-08-02,25,27/03/2024,
918,"Galih Suryanto, S.Tr.ELM",M,Electromedical Technician,Medical,1982-12-15,43,24/04/2012,
919,"dr. Yuni Hutapea, Sp.BP",F,Specialist Doctor,Medical,1991-11-06,34,26/09/2009,
920,"Ani Hartono, M.Gz",F,Nutritionist,Medical,1972-10-06,53,17/12/1993,
921,Indra Hutapea,M,Cleaning Service,Non Medical,1996-06-09,29,24/08/2023,
922,Widya Simbolon,F,Medical Support,Medical,1975-11-14,50,28/09/2007,22/09/2009
923,"Sinta Hutabarat, CA",F,Finance,Non Medical,1986-10-13,39,17/05/2021,
924,"Rina Hutabarat, A.Md.Kep",F,Nurse,Medical,2002-10-31,23,03/07/2021,
925,"Endah Widodo, S.Tr.Kes",F,Laboratory Analyst,Medical,1999-12-25,26,26/02/2021,
926,"Tri Prasetyo, M.Gz",F,Nutritionist,Medical,1978-08-29,47,19/07/2001,
927,Zulkifli Setiadi,M,Midwife,Medical,1975-07-12,50,31/12/2011,
928,Dr. Eko Hutapea,M,Nurse,Medical,2002-10-29,23,18/06/2023,
929,"Vina Setiadi, S.T",F,IT Team,Non Medical,1976-10-05,49,21/09/1999,
930,"Lukas Wibowo, Ners",M,Nurse,Medical,2002-07-06,23,02/09/2023,
931,"Lukas Prasetyo, M.Kep",M,Nurse,Medical,1973-06-09,52,14/10/2012,
932,dr. Yuni Prabowo,F,Doctor,Medical,1976-03-11,50,12/06/2008,
933,"Widya Putra, S.Tr.Kes",F,CSSD,Non Medical,1988-01-29,38,27/03/2025,
934,"Yoga Priyanto, M.Kep",M,Nurse,Medical,1997-10-19,28,29/11/2023,27/07/2024
935,"Vina Pratama, S.Gz",F,Nutritionist,Medical,1994-06-07,31,17/02/2017,
936,"Indah Suryanto, Ners",F,Nurse,Medical,1985-05-10,40,30/12/2014,
937,"Wawan Susanto, A.Md.Kep",M,Nurse,Medical,1989-09-04,36,27/10/2022,13/04/2023
938,"Ahmad Hartono, A.Md.ELM",M,Electromedical Technician,Medical,1984-11-06,41,24/09/2006,
939,"Lukas Suprapto, S.E",M,Administration,Non Medical,1972-05-11,53,05/11/1999,
940,"dr. Tri Firmansyah, Sp.P",F,Specialist Doctor,Medical,1972-03-17,54,03/03/2006,
941,"Yoga Setiadi, S.Sos",M,Administration,Non Medical,1971-10-12,54,12/04/1990,
942,"Teguh Hermawan, A.Md.ELM",M,Electromedical Technician,Medical,2001-10-29,24,03/01/2020,
943,"Vera Raharjo, M.Keb",F,Midwife,Medical,1990-07-22,35,24/04/2013,
944,Yuliana Siahaan,F,Nurse,Medical,1981-05-01,45,10/06/2017,
945,Maya Setiawan,F,Administration,Non Medical,1974-07-04,51,09/04/2002,
946,Joko Permana,M,Security,Non Medical,1970-03-15,56,27/06/2005,
947,Dr. Wati Kusuma,F,Nurse,Medical,1972-04-11,54,12/08/2006,
948,"dr. Sari Budiman, Sp.PA",F,Specialist Doctor,Medical,1973-10-07,52,27/02/1995,
949,"Hesti Sinaga, Ners",F,Nurse,Medical,1972-04-16,54,27/11/2003,02/11/2022
950,Dedi Saputra,M,Security,Non Medical,1989-11-20,36,24/05/2018,
951,"Rudi Hakim, M.M",M,Administration,Non Medical,1991-08-21,34,10/03/2014,
952,"Cahyo Setiawan, SST",M,Radiographer,Medical,2003-09-01,22,26/01/2021,
953,"Ika Sitompul, A.Md.ELM",F,Electromedical Technician,Medical,1972-09-21,53,11/06/2011,
954,Slamet Wibowo,M,Security,Non Medical,1991-03-10,35,06/03/2020,
955,Agus Putra,M,Cleaning Service,Non Medical,1993-11-18,32,01/01/2022,
956,"Novita Hutapea, Sp.Kep",F,Nurse,Medical,1967-06-10,58,11/08/1986,
957,Ade Kusuma,M,Cleaning Service,Non Medical,1991-02-13,35,25/10/2022,
958,"Retno Firmansyah, S.Ked",F,Doctor,Medical,1999-09-11,26,20/08/2021,
959,"Indah Simanjuntak, MBBS",F,Doctor,Medical,1973-01-19,53,10/01/1993,14/06/2000
960,"Diah Nasution, M.Kep",F,Nurse,Medical,1979-03-14,47,26/02/2017,
961,Diah Sinaga,F,Medical Support,Medical,1984-07-09,41,15/11/2008,
962,Bambang Sitompul,M,Security,Non Medical,1990-11-20,35,05/11/2023,
963,"Maya Simbolon, S.Kep",F,Nurse,Medical,2003-11-23,22,07/06/2022,
964,"Mahendra Utomo, S.T",M,Management,Non Medical,1973-04-09,53,05/02/1993,
965,Citra Prabowo,F,Nurse,Medical,2002-06-12,23,02/07/2025,
966,"Tiara Simbolon, Sp.Kep",F,Nurse,Medical,1982-05-20,43,05/09/2003,06/04/2004
967,"Yoga Pasaribu, Dra.",M,Management,Non Medical,1971-06-19,54,26/09/1993,
968,Citra Putra,F,Midwife,Medical,1996-08-26,29,17/12/2020,
969,"Novita Hakim, M.Kep",F,Nurse,Medical,1974-07-19,51,12/06/2011,11/10/2018
970,"Silvi Simanjuntak, M.Gz",F,Nutritionist,Medical,1966-01-18,60,11/12/1995,
971,"Haris Wijayanto, MD",M,Doctor,Medical,2003-01-02,23,08/07/2021,
972,"Indah Pratama, S.Sos",F,Administration,Non Medical,1976-06-15,49,21/05/2009,
973,"Dimas Saputra, S.Ked",M,Doctor,Medical,1993-02-22,33,25/10/2020,
974,"Farhan Lubis, A.Md.Kep",M,Nurse,Medical,1999-07-06,26,05/08/2017,
975,"Sinta Manurung, A.Md.Kep",F,Nurse,Medical,1983-11-24,42,28/03/2008,
976,"Fani Susanto, Sp.Farm",F,Pharmacist,Medical,1970-12-21,55,22/10/1992,
977,"Yuni Kusuma, M.Kep",F,Nurse,Medical,1992-05-24,33,26/06/2025,
978,"Eko Widodo, M.M",M,Administration,Non Medical,2001-08-23,24,07/10/2021,
979,Diana Sugiarto,F,Midwife,Medical,2002-12-26,23,08/07/2024,
980,dr. Mahendra Prabowo,M,Doctor,Medical,1974-02-07,52,15/01/2008,
981,"Dewi Wijayanto, Sp.Farm",F,Pharmacist,Medical,1986-02-21,40,18/01/2007,
982,"Wulan Permana, M.Keb",F,Midwife,Medical,1975-09-21,50,26/12/2001,
983,"Vina Nugroho, A.Md.Kom",F,IT Team,Non Medical,1971-09-25,54,14/01/1991,
984,"Agus Raharjo, M.KM",M,Medical Records,Non Medical,1986-11-30,39,21/04/2006,
985,"Susilo Lubis, A.Md.AK",M,Laboratory Analyst,Medical,1979-01-19,47,05/05/1997,
986,"Lestari Kusuma, MBA",F,Management,Non Medical,1999-05-27,26,11/07/2021,
987,"Putri Gunawan, S.Kep",F,Nurse,Medical,1998-03-26,28,24/06/2016,
988,"Ratna Prasetyo, M.Kep",F,Nurse,Medical,1995-09-18,30,25/10/2015,
989,Dr. Zara Hutabarat,F,Nurse,Medical,1978-11-05,47,16/09/2015,
990,Zainal Wijayanto,M,Cleaning Service,Non Medical,1989-09-07,36,25/03/2015,
991,Dr. Mega Hutapea,F,Nurse,Medical,1994-04-02,32,05/10/2013,
992,"Nugroho Simanjuntak, SST",M,Radiographer,Medical,1982-09-15,43,16/09/2021,
993,Sri Gunawan,F,Laundry Staff,Non Medical,1997-01-31,29,08/10/2016,
994,"Diah Sugiarto, M.M",F,Administration,Non Medical,1982-06-09,43,02/01/2000,
995,Vina Prabowo,F,Cleaning Service,Non Medical,1995-12-20,30,01/10/2023,
996,"Anisa Manurung, S.Ak",F,Finance,Non Medical,1980-05-19,45,31/12/2019,
997,Nanang Priyanto,M,Doctor,Medical,1968-08-24,57,19/08/1997,
998,"Kurniawan Sitompul, S.Kes",M,Medical Support,Medical,1996-05-18,29,20/03/2022,
999,"Tri Siahaan, Ners",F,Nurse,Medical,1988-09-26,37,29/08/2022,
1000,"dr. Yuni Hartono, Sp.OG",F,Specialist Doctor,Medical,1990-01-09,36,29/07/2012,
1001,"Hesti Tampubolon, S.Ft",F,Physiotherapist,Medical,1991-07-24,34,26/11/2020,20/01/2021
1002,"Dimas Siahaan, MD",M,Doctor,Medical,2003-08-11,22,24/07/2023,
1003,"Maya Rahman, A.Md",F,Administration,Non Medical,1972-11-05,53,07/06/2008,
1004,"dr. Kartika Santoso, Sp.KK",F,Specialist Doctor,Medical,2002-03-29,24,09/09/2023,
1005,"Retno Setiawan, S.E",F,Management,Non Medical,2003-09-25,22,12/02/2022,
1006,"Vera Wijayanto, S.Kep",F,Nurse,Medical,1976-02-23,50,30/03/2011,
1007,"Kurniawan Rahman, M.M",M,Administration,Non Medical,1995-03-01,31,08/08/2016,
1008,Ani Situmorang,F,Laundry Staff,Non Medical,2002-09-28,23,14/06/2024,
1009,"Tri Malik, M.M",F,Administration,Non Medical,1983-02-21,43,05/04/2002,
1010,Iwan Prabowo,M,Doctor,Medical,1982-02-22,44,05/08/2007,
1011,"Nanang Prabowo, M.Ft",M,Physiotherapist,Medical,1979-10-01,46,24/07/2016,
1012,"Wawan Siahaan, S.T",M,Building Technician,Non Medical,1982-11-30,43,20/07/2018,
1013,"Indah Sitompul, Sp.Kep",F,Nurse,Medical,1985-11-02,40,27/04/2014,
1014,"Dewi Nasution, S.Tr.Kes",F,Laboratory Analyst,Medical,1970-11-18,55,23/12/2008,
1015,"Zahra Suryanto, M.Kep",F,Nurse,Medical,1989-05-04,37,16/04/2017,14/06/2023
1016,Dr. Irfan Wijayanto,M,Nurse,Medical,1987-02-13,39,12/10/2020,
1017,Novita Gunawan,F,Cleaning Service,Non Medical,1977-10-02,48,30/06/2011,
1018,Teguh Saputra,M,Blood Bank Officer,Medical,1977-03-05,49,24/12/2005,
1019,"Wulan Purwanto, S.Kep",F,Nurse,Medical,1981-03-26,45,07/11/2006,
1020,"Vera Hartono, Ners",F,Nurse,Medical,1968-02-25,58,03/07/2004,18/11/2008
1021,"dr. Jaya Widodo, Sp.S",M,Specialist Doctor,Medical,1976-06-26,49,16/12/1996,
1022,"Putri Panjaitan, S.Kep",F,Nurse,Medical,1971-08-10,54,05/09/2001,
1023,"Gunawan Raharjo, Ners",M,Nurse,Medical,1971-02-28,55,28/06/1989,
1024,Yuliana Nasution,F,Nurse,Medical,1965-08-02,60,22/02/1991,
1025,Dr. Vera Wijaya,F,Nurse,Medical,1995-02-14,31,13/11/2014,
1026,"Lukman Sinaga, S.Tr.Kes",M,CSSD,Non Medical,2002-08-06,23,15/12/2021,
1027,"Anisa Permana, A.Md",F,Administration,Non Medical,1995-08-30,30,19/04/2016,
1028,"Fitri Hutapea, M.Ked",F,Doctor,Medical,1980-12-02,45,02/06/2011,
1029,"Zainal Maulana, A.Md.RMIK",M,Medical Records,Non Medical,1996-11-12,29,05/06/2019,
1030,"Sari Purwanto, S.Adm.Kes",F,Management,Non Medical,1991-08-07,34,05/04/2009,
1031,"Hendra Wibowo, M.Kep",M,Nurse,Medical,1990-02-21,36,27/01/2009,
1032,"Firmansyah Suprapto, S.Tr.Kes",M,CSSD,Non Medical,1986-05-01,40,26/03/2007,
1033,Zahra Hutabarat,F,Security,Non Medical,1971-12-10,54,28/11/2002,
1034,Dimas Prasetyo,M,Cleaning Service,Non Medical,1988-04-13,38,24/08/2025,
1035,Anisa Hutapea,F,Cleaning Service,Non Medical,1982-11-11,43,12/08/2003,
1036,Dr. Widya Putra,F,Nurse,Medical,1989-01-25,37,02/05/2025,
1037,dr. Nanang Tampubolon,M,Doctor,Medical,1993-03-07,33,01/04/2019,
1038,Ratna Hermawan,F,Ambulance Driver,Non Medical,1965-03-03,61,26/09/1987,
1039,Zulkifli Utomo,M,Security,Non Medical,1999-11-09,26,21/12/2018,04/12/2023
1040,Ahmad Prabowo,M,Cleaning Service,Non Medical,1969-10-01,56,22/06/2001,
1041,"Wawan Susanto, M.Ft",M,Physiotherapist,Medical,1969-12-15,56,23/10/1998,
1042,Dr. Ningsih Santoso,F,Nurse,Medical,2000-09-13,25,29/03/2018,
1043,"Mega Tampubolon, A.Md",F,Administration,Non Medical,1969-03-12,57,01/03/1995,
1044,"Yuni Priyanto, S.Kep",F,Nurse,Medical,1971-02-05,55,10/09/2002,29/10/2015
1045,"dr. Lukman Saputra, Sp.KK",M,Specialist Doctor,Medical,1970-12-24,55,09/06/2001,21/07/2010
1046,"Lina Purwanto, M.Farm",F,Pharmacist,Medical,1994-10-20,31,20/11/2022,
1047,"Lukas Malik, M.Ak",M,Finance,Non Medical,1989-09-15,36,04/10/2021,11/02/2023
1048,"Vina Malik, A.Md.Kes",F,CSSD,Non Medical,2003-05-21,22,26/11/2022,
1049,"Widya Hakim, MBBS",F,Doctor,Medical,1980-06-21,45,27/11/2003,
1050,Intan Widodo,F,Nurse,Medical,1991-07-25,34,11/05/2011,
1051,Yanto Utomo,M,Cleaning Service,Non Medical,1971-03-19,55,05/08/1990,
1052,"Mira Purwanto, Drs.",F,Management,Non Medical,1986-08-14,39,04/11/2016,10/12/2019
1053,"Kartika Raharjo, S.KM",F,Casemix / BPJS Claim,Non Medical,1972-05-30,53,12/12/2004,
1054,"Budi Utomo, S.Sos",M,Administration,Non Medical,1996-10-14,29,05/05/2019,
1055,"Dewi Sugiarto, SST",F,Radiographer,Medical,1991-06-17,34,03/08/2022,
1056,Putri Sugiarto,F,Laundry Staff,Non Medical,2001-10-02,24,22/11/2020,
1057,"Prasetyo Putra, M.Ked",M,Doctor,Medical,1966-02-01,60,17/03/1993,
1058,"Lukas Sugiarto, MBBS",M,Doctor,Medical,1974-07-29,51,28/08/2001,
1059,"Lukas Santoso, Ak.",M,Finance,Non Medical,1995-09-25,30,27/09/2023,
1060,Puspita Priyanto,F,Cleaning Service,Non Medical,1991-02-26,35,20/03/2019,
1061,"Bella Manurung, M.Kes",F,Medical Support,Medical,1973-01-23,53,31/01/1993,
1062,Dr. Mahendra Hermawan,M,Doctor,Medical,1985-10-28,40,08/02/2019,
1063,"Made Prasetyo, M.Ked",M,Doctor,Medical,1983-01-08,43,05/01/2008,
1064,Oki Hutabarat,M,Radiographer,Medical,1985-04-19,41,19/03/2024,
1065,Yanto Nugroho,M,Security,Non Medical,1987-01-26,39,09/09/2018,
1066,"Galih Saputra, S.T",M,Management,Non Medical,1984-07-09,41,28/07/2017,19/11/2022
1067,"Made Hartono, S.Kom",M,IT Team,Non Medical,1991-12-07,34,27/06/2020,
1068,"Teguh Susanto, M.Ak",M,Finance,Non Medical,1998-07-26,27,18/10/2022,
1069,"Farhan Setiadi, S.E",M,Finance,Non Medical,1991-10-28,34,11/04/2009,
1070,"Candra Prasetyo, Sp.Kep",M,Nurse,Medical,1983-01-01,43,12/09/2008,
1071,"Kusuma Lubis, M.Ked",M,Doctor,Medical,1988-07-04,37,08/06/2024,23/06/2025
1072,Ade Firmansyah,M,Building Technician,Non Medical,1995-09-20,30,13/01/2013,
1073,Nanang Saputra,M,Security,Non Medical,1997-04-26,29,05/07/2016,
1074,Purwanto Purwanto,M,Building Technician,Non Medical,1981-11-10,44,22/08/2001,
1075,"Ratna Lubis, MARS",F,Management,Non Medical,1977-09-11,48,04/01/2002,30/07/2017
1076,Yanti Gunawan,F,Doctor,Medical,1965-03-27,61,22/07/2000,20/05/2012
1077,dr. Zulkifli Raharjo,M,Doctor,Medical,1973-06-21,52,25/10/2007,
1078,"Maya Raharjo, Sp.Farm",F,Pharmacist,Medical,1984-09-05,41,06/08/2005,
1079,"Rini Situmorang, M.Ked",F,Doctor,Medical,1989-04-29,37,06/05/2011,02/12/2025
1080,"Farhan Kurniawan, Apt.",M,Pharmacist,Medical,1965-06-08,60,25/05/2000,
1081,"Yanti Kusuma, Sp.Kep",F,Nurse,Medical,1982-04-28,44,04/04/2019,
1082,"Kusuma Sugiarto, S.Tr.Kes",M,CSSD,Non Medical,1991-09-04,34,13/11/2012,
1083,"Iwan Hidayat, Ners",M,Nurse,Medical,2003-03-29,23,26/01/2021,
1084,Hendra Nugroho,M,Nurse,Medical,1993-05-24,32,10/02/2019,23/10/2021
1085,Nur Gunawan,F,K3 / Occupational Health & Safety,Non Medical,1984-08-24,41,28/05/2014,
1086,"Wawan Firmansyah, S.Kes",M,Medical Support,Medical,1982-01-20,44,22/11/2019,
1087,"Lina Rahman, S.Tr.Kes",F,CSSD,Non Medical,1978-09-12,47,15/03/1999,
1088,"Widya Tampubolon, Ners",F,Nurse,Medical,1998-11-30,27,02/08/2021,
1089,"Ade Hidayat, S.Keb",M,Midwife,Medical,1975-03-18,51,02/08/1995,
1090,Usman Firmansyah,M,Ambulance Driver,Non Medical,1978-12-14,47,28/02/1996,
1091,Bella Setiadi,F,Cleaning Service,Non Medical,1970-03-30,56,03/02/2005,
1092,"Citra Sinaga, M.Gz",F,Nutritionist,Medical,2002-06-05,23,11/12/2024,
1093,Budi Prasetyo,M,Radiographer,Medical,2000-03-28,26,01/07/2024,28/03/2025
1094,Dr. Zulkifli Nugroho,M,Doctor,Medical,1973-07-09,52,16/06/2009,
1095,"Wawan Purwanto, A.Md.Kes",M,Medical Support,Medical,1965-09-14,60,14/02/1992,
1096,Zulkifli Sugiarto,M,Security,Non Medical,1987-10-12,38,24/01/2025,
1097,"Elia Putra, M.Kep",F,Nurse,Medical,1980-01-23,46,19/04/2009,
1098,"Zara Tampubolon, A.Md.Kep",F,Nurse,Medical,1965-07-08,60,12/02/1987,
1099,Dr. Yanti Widodo,F,Nurse,Medical,1971-02-05,55,11/04/2001,14/06/2021
1100,"Fitri Santoso, Ners",F,Nurse,Medical,1978-01-21,48,25/05/1997,
1101,Lukman Widodo,M,Doctor,Medical,1967-02-12,59,17/01/1990,
1102,Dr. Vera Situmorang,F,Nurse,Medical,1979-03-15,47,07/09/2005,
1103,"Purwanto Hakim, Bd.",M,Midwife,Medical,1971-09-15,54,12/02/1991,
1104,Dr. Ani Priyanto,F,Nurse,Medical,1980-05-03,46,07/11/2019,
1105,"Ratna Lubis, Apt.",F,Pharmacist,Medical,1995-06-17,30,19/09/2014,
1106,"Ika Kusuma, M.Keb",F,Midwife,Medical,1981-09-06,44,10/03/2004,
1107,"Dr.dr. Anisa Hartono, Sp.PD",F,Specialist Doctor,Medical,1971-06-26,54,29/10/1991,
1108,"Tri Widodo, Sp.Farm",F,Pharmacist,Medical,1970-08-06,55,30/12/1995,
1109,"Zahra Prasetyo, A.Md.Kes",F,Laboratory Analyst,Medical,1984-08-19,41,12/09/2003,
1110,"Ani Hidayat, DrPH",F,Casemix / BPJS Claim,Non Medical,1965-12-21,60,29/11/1995,
1111,Diana Purwanto,F,Security,Non Medical,1972-01-02,54,18/08/2001,
1112,"Sinta Raharjo, A.Md.Kep",F,Nurse,Medical,1975-03-13,51,11/08/1998,
1113,"Hadi Sugiarto, M.M",M,Administration,Non Medical,1981-04-12,45,26/02/2002,
1114,"Wulan Santoso, Apt.",F,Pharmacist,Medical,1996-02-22,30,01/06/2025,
1115,"Sinta Lubis, S.Tr.Rad",F,Radiographer,Medical,1999-03-31,27,13/04/2018,
1116,Ade Wijaya,M,Ambulance Driver,Non Medical,1982-10-27,43,28/07/2000,14/03/2012
1117,"dr. Fajar Setiawan, Sp.PD",M,Specialist Doctor,Medical,1968-10-12,57,18/10/2007,
1118,"Puspita Nugroho, M.Kep",F,Nurse,Medical,1967-01-04,59,07/02/1995,
1119,"Lukman Siahaan, S.Adm",M,Administration,Non Medical,1984-06-19,41,14/05/2015,
1120,"dr. Citra Hutapea, Sp.PD",F,Specialist Doctor,Medical,1976-01-21,50,17/08/2000,
1121,"Kartika Santoso, S.Kep",F,Nurse,Medical,1987-02-21,39,13/01/2013,
1122,"drg. Indah Malik, Sp.Pros",F,Specialist Doctor,Medical,1989-12-23,36,02/02/2009,
1123,"Nanang Kusuma, S.Sos",M,Administration,Non Medical,2003-07-26,22,04/02/2025,
1124,"Tuti Wijayanto, Apt.",F,Pharmacist,Medical,1978-07-10,47,21/12/2007,
1125,"Nadia Susanto, S.Tr.Kes",F,Laboratory Analyst,Medical,1971-07-10,54,13/10/2011,
1126,"dr. Hadi Simanjuntak, Sp.BP",M,Specialist Doctor,Medical,1996-07-02,29,26/09/2025,
1127,Eko Suprapto,M,CSSD,Non Medical,1974-03-19,52,31/12/2004,
1128,"Zahra Manurung, A.Md.Kes",F,CSSD,Non Medical,1967-03-10,59,19/05/1990,
1129,Taufik Kurniawan,M,Doctor,Medical,1976-02-19,50,07/02/2009,
1130,"Tri Nugroho, A.Md.Kep",F,Nurse,Medical,1991-10-04,34,11/09/2024,
1131,"Lestari Pasaribu, S.KM",F,Medical Records,Non Medical,1967-10-21,58,20/10/1997,
1132,"Fani Panjaitan, S.Kep",F,Nurse,Medical,2002-12-01,23,25/09/2025,
1133,"Gilang Wijaya, A.Md.Kep",M,Nurse,Medical,1990-10-13,35,14/07/2009,
1134,Ika Budiman,F,Electromedical Technician,Medical,1974-12-03,51,29/06/2001,
1135,"Kurniawan Sinaga, S.Farm",M,Pharmacist,Medical,1974-03-02,52,19/12/1997,
1136,"Cahyo Nugroho, MARS",M,Casemix / BPJS Claim,Non Medical,1992-03-07,34,06/03/2012,
1137,Dr. Elia Gunawan,F,Nurse,Medical,2000-05-25,25,22/06/2022,
1138,"Irfan Firmansyah, M.Ked",M,Doctor,Medical,1976-05-16,49,15/12/2014,
1139,"Dewi Situmorang, S.KM",F,Medical Records,Non Medical,1967-02-15,59,09/11/1988,
1140,"Gilang Sitompul, M.T",M,IT Team,Non Medical,1993-06-27,32,16/12/2013,
1141,"Iwan Gunawan, A.Md.Kep",M,Nurse,Medical,1985-04-02,41,07/07/2018,
1142,Dr. Yuni Gunawan,F,Nurse,Medical,1996-01-08,30,16/09/2019,
1143,"Wati Hakim, S.Kep",F,Nurse,Medical,1972-03-24,54,16/04/2010,
1144,"Lina Wijaya, A.Md.Kep",F,Nurse,Medical,2003-01-21,23,10/08/2025,
1145,Dr. Bambang Suprapto,M,Doctor,Medical,1999-08-31,26,09/05/2023,
1146,Gunawan Lubis,M,Security,Non Medical,1967-12-20,58,05/02/1991,
1147,"Zara Kurniawan, Ners",F,Nurse,Medical,2001-03-26,25,09/12/2019,
1148,"dr. Fani Utomo, Sp.JP",F,Specialist Doctor,Medical,1983-05-31,42,15/01/2019,
1149,"Lestari Hutabarat, M.Kep",F,Nurse,Medical,2001-01-23,25,25/04/2020,
1150,Tiara Gunawan,F,Laundry Staff,Non Medical,1975-10-12,50,15/12/2012,
1151,"dr. Dwi Nugroho, Sp.RM",M,Specialist Doctor,Medical,1973-08-09,52,10/08/2004,
1152,"Fitri Hutabarat, SST",F,Midwife,Medical,1980-08-15,45,27/12/2019,
1153,"Firmansyah Gunawan, MD",M,Doctor,Medical,2002-08-10,23,22/08/2022,
1154,"Zulkifli Kusuma, S.Sos",M,Administration,Non Medical,1965-11-24,60,17/03/1999,
1155,Vera Simanjuntak,F,Midwife,Medical,1975-04-03,51,28/02/1996,
1156,Dr. Rina Hutapea,F,Nurse,Medical,1973-02-07,53,29/04/1996,
1157,"Vina Situmorang, MD",F,Doctor,Medical,1969-07-09,56,06/05/1996,
1158,Nadia Setiawan,F,Doctor,Medical,1993-03-08,33,08/04/2012,
1159,Elia Rahman,F,CSSD,Non Medical,1970-06-19,55,12/06/2001,
1160,"Intan Susanto, M.KM",F,Medical Records,Non Medical,1994-09-10,31,20/03/2025,
1161,"Ahmad Siahaan, S.T",M,IT Team,Non Medical,1970-06-16,55,31/07/1988,
1162,"Wahyu Siahaan, S.Gz",M,Nutritionist,Medical,1977-09-26,48,15/11/2008,
1163,"Farhan Firmansyah, M.KM",M,Casemix / BPJS Claim,Non Medical,2000-03-20,26,25/03/2018,
1164,Fani Lubis,F,Building Technician,Non Medical,1996-01-07,30,30/04/2018,
1165,"Prasetyo Sitompul, M.M",M,Administration,Non Medical,1985-07-16,40,09/07/2017,
1166,Hesti Wijayanto,F,Nutritionist,Medical,1980-01-22,46,10/05/2004,
1167,"Diah Wijaya, MBBS",F,Doctor,Medical,1986-09-16,39,23/04/2007,
1168,Candra Pratama,M,Laboratory Analyst,Medical,1999-05-03,27,05/06/2024,
1169,"Gunawan Wibowo, SST",M,Radiographer,Medical,1976-09-27,49,08/01/2011,
1170,dr. Lukas Hermawan,M,Doctor,Medical,1983-01-29,43,19/03/2014,
1171,Sinta Wijaya,F,Cleaning Service,Non Medical,1980-05-16,45,31/08/2020,14/03/2022
1172,"Maya Prasetyo, A.Md.Kes",F,Medical Support,Medical,1969-03-08,57,04/02/1988,
1173,"Rina Nugroho, Sp.Farm",F,Pharmacist,Medical,1969-07-10,56,19/10/1993,
1174,Wati Sari,F,Medical Support,Medical,2000-11-30,25,04/02/2024,22/09/2025
1175,Ahmad Prasetyo,M,Security,Non Medical,1973-09-15,52,01/10/2002,
