employee_id,full_name,profession_id,profession_group_id,gender,date_of_birth,hire_date,resignation_date
1048,"Vina Malik, A.Md.Kes",1431,2,F,21/05/2003,26/11/2022,
1049,"MBBS, Widya Hakim",1411,1,F,21/06/1980,27/11/2003,
1050,"Intan Widodo",1413,1,F,25/07/1991,11/05/2011,
1051,"Yanto Utomo",1430,2,M,19/03/1971,05/08/1990,
1052,"Drs., Mira Purwanto",1423,2,F,14/08/1986,04/11/2016,10/12/2019
1053,"S.KM, Kartika Raharjo",1424,2,F,30/05/1972,12/12/2004,
1054,"S.Sos, Budi Utomo",1427,2,M,14/10/1996,05/05/2019,
1055,"SST, Dewi Sugiarto",1417,1,F,17/06/1991,03/08/2022,
1056,"Putri Sugiarto",1433,2,F,02/10/2001,22/11/2020,
1057,"M.Ked, Prasetyo Putra",1411,1,M,01/02/1966,17/03/1993,
1058,"Lukas Sugiarto, MBBS",1411,1,M,29/07/1974,28/08/2001,
1059,"Lukas Santoso, Ak.",1428,2,M,25/09/1995,27/09/2023,
1060,"Puspita Priyanto",1430,2,F,26/02/1991,20/03/2019,
1061,"M.Kes, Bella Manurung",1415,1,F,23/01/1973,31/01/1993,
1062,"Mahendra Hermawan, Dr.",1411,1,M,28/10/1985,08/02/2019,
1063,"M.Ked, Made Prasetyo",1411,1,M,08/01/1983,05/01/2008,
1064,"Oki Hutabarat",1417,1,M,19/04/1985,19/03/2024,
1065,"Yanto Nugroho",1429,2,M,26/01/1987,09/09/2018,
1066,"Galih Saputra, S.T",1423,2,M,09/07/1984,28/07/2017,19/11/2022
1067,"S.Kom, Made Hartono",1425,2,M,07/12/1991,27/06/2020,
1068,"Teguh Susanto, M.Ak",1428,2,M,26/07/1998,18/10/2022,
1069,"Farhan Setiadi, S.E",1428,2,M,28/10/1991,11/04/2009,
1070,"Sp.Kep, Candra Prasetyo",1413,1,M,01/01/1983,12/09/2008,
1071,"M.Ked, Kusuma Lubis",1411,1,M,04/07/1988,08/06/2024,23/06/2025
1072,"Ade Firmansyah",1434,2,M,20/09/1995,13/01/2013,
1073,"Nanang Saputra",1429,2,M,26/04/1997,05/07/2016,
1074,"Purwanto Purwanto",1434,2,M,10/11/1981,22/08/2001,
1075,"Ratna Lubis, MARS",1423,2,F,11/09/1977,04/01/2002,30/07/2017
1076,"Yanti Gunawan",1411,1,F,27/03/1965,22/07/2000,20/05/2012
1077,"dr., Zulkifli Raharjo",1411,1,M,21/06/1973,25/10/2007,
1078,"Maya Raharjo, Sp.Farm",1419,1,F,05/09/1984,06/08/2005,
1079,"M.Ked, Rini Situmorang",1411,1,F,29/04/1989,06/05/2011,02/12/2025
1080,"Apt., Farhan Kurniawan",1419,1,M,08/06/1965,25/05/2000,
1081,"Sp.Kep, Yanti Kusuma",1413,1,F,28/04/1982,04/04/2019,
1082,"S.Tr.Kes, Kusuma Sugiarto",1431,2,M,04/09/1991,13/11/2012,
1083,"Ners, Iwan Hidayat",1413,1,M,29/03/2003,26/01/2021,
1084,"Hendra Nugroho",1413,1,M,24/05/1993,10/02/2019,23/10/2021
1085,"Nur Gunawan",1435,2,F,24/08/1984,28/05/2014,
1086,"Wawan Firmansyah, S.Kes",1415,1,M,20/01/1982,22/11/2019,
1087,"S.Tr.Kes, Lina Rahman",1431,2,F,12/09/1978,15/03/1999,
1088,"Ners, Widya Tampubolon",1413,1,F,30/11/1998,02/08/2021,
1089,"Ade Hidayat, S.Keb",1414,1,M,18/03/1975,02/08/1995,
1090,"Usman Firmansyah",1432,2,M,14/12/1978,28/02/1996,
1091,"Bella Setiadi",1430,2,F,30/03/1970,03/02/2005,
1092,"M.Gz, Citra Sinaga",1421,1,F,05/06/2002,11/12/2024,
1093,"Budi Prasetyo",1417,1,M,28/03/2000,01/07/2024,28/03/2025
1094,"Dr., Zulkifli Nugroho",1411,1,M,09/07/1973,16/06/2009,
1095,"A.Md.Kes, Wawan Purwanto",1415,1,M,14/09/1965,14/02/1992,
1096,"Zulkifli Sugiarto",1429,2,M,12/10/1987,24/01/2025,
1097,"M.Kep, Elia Putra",1413,1,F,23/01/1980,19/04/2009,
1098,"Zara Tampubolon, A.Md.Kep",1413,1,F,08/07/1965,12/02/1987,
1099,"Yanti Widodo, Dr.",1413,1,F,05/02/1971,11/04/2001,14/06/2021
1100,"Ners, Fitri Santoso",1413,1,F,21/01/1978,25/05/1997,
1101,"Lukman Widodo",1411,1,M,12/02/1967,17/01/1990,
1102,"Dr., Vera Situmorang",1413,1,F,15/03/1979,07/09/2005,
1103,"Bd., Purwanto Hakim",1414,1,M,15/09/1971,12/02/1991,
1104,"Ani Priyanto, Dr.",1413,1,F,03/05/1980,07/11/2019,
1105,"Apt., Ratna Lubis",1419,1,F,17/06/1995,19/09/2014,
1106,"M.Keb, Ika Kusuma",1414,1,F,06/09/1981,10/03/2004,
1107,"Dr. dr. Sp.PD, Anisa Hartono",1412,1,F,26/06/1971,29/10/1991,
1108,"Sp.Farm, Tri Widodo",1419,1,F,06/08/1970,30/12/1995,
1109,"Zahra Prasetyo, A.Md.Kes",1418,1,F,19/08/1984,12/09/2003,
1110,"DrPH, Ani Hidayat",1424,2,F,21/12/1965,29/11/1995,
1111,"Diana Purwanto",1429,2,F,02/01/1972,18/08/2001,
1112,"Sinta Raharjo, A.Md.Kep",1413,1,F,13/03/1975,11/08/1998,
1113,"M.M, Hadi Sugiarto",1427,2,M,12/04/1981,26/02/2002,
1114,"Apt., Wulan Santoso",1419,1,F,22/02/1996,01/06/2025,
1115,"Sinta Lubis, S.Tr.Rad",1417,1,F,31/03/1999,13/04/2018,
1116,"Ade Wijaya",1432,2,M,27/10/1982,28/07/2000,14/03/2012
1117,"dr. Sp.PD, Fajar Setiawan",1412,1,M,12/10/1968,18/10/2007,
1118,"Puspita Nugroho, M.Kep",1413,1,F,04/01/1967,07/02/1995,
1119,"S.Adm, Lukman Siahaan",1427,2,M,19/06/1984,14/05/2015,
1120,"dr. Sp.PD, Citra Hutapea",1412,1,F,21/01/1976,17/08/2000,
1121,"S.Kep, Kartika Santoso",1413,1,F,21/02/1987,13/01/2013,
1122,"drg. Sp.Pros, Indah Malik",1412,1,F,23/12/1989,02/02/2009,
1123,"Nanang Kusuma, S.Sos",1427,2,M,26/07/2003,04/02/2025,
1124,"Apt., Tuti Wijayanto",1419,1,F,10/07/1978,21/12/2007,
1125,"Nadia Susanto, S.Tr.Kes",1418,1,F,10/07/1971,13/10/2011,
1126,"dr. Sp.BP, Hadi Simanjuntak",1412,1,M,02/07/1996,26/09/2025,
1127,"Eko Suprapto",1431,2,M,19/03/1974,31/12/2004,
1128,"A.Md.Kes, Zahra Manurung",1431,2,F,10/03/1967,19/05/1990,
1129,"Taufik Kurniawan",1411,1,M,19/02/1976,07/02/2009,
1130,"A.Md.Kep, Tri Nugroho",1413,1,F,04/10/1991,11/09/2024,
1131,"Lestari Pasaribu, S.KM",1426,2,F,21/10/1967,20/10/1997,
1132,"Fani Panjaitan, S.Kep",1413,1,F,01/12/2002,25/09/2025,
1133,"A.Md.Kep, Gilang Wijaya",1413,1,M,13/10/1990,14/07/2009,
1134,"Ika Budiman",1416,1,F,03/12/1974,29/06/2001,
1135,"S.Farm, Kurniawan Sinaga",1419,1,M,02/03/1974,19/12/1997,
1136,"MARS, Cahyo Nugroho",1424,2,M,07/03/1992,06/03/2012,
1137,"Dr., Elia Gunawan",1413,1,F,25/05/2000,22/06/2022,
1138,"M.Ked, Irfan Firmansyah",1411,1,M,16/05/1976,15/12/2014,
1139,"Dewi Situmorang, S.KM",1426,2,F,15/02/1967,09/11/1988,
1140,"Gilang Sitompul, M.T",1425,2,M,27/06/1993,16/12/2013,
1141,"A.Md.Kep, Iwan Gunawan",1413,1,M,02/04/1985,07/07/2018,
1142,"Yuni Gunawan, Dr.",1413,1,F,08/01/1996,16/09/2019,
1143,"Wati Hakim, S.Kep",1413,1,F,24/03/1972,16/04/2010,
1144,"A.Md.Kep, Lina Wijaya",1413,1,F,21/01/2003,10/08/2025,
1145,"Bambang Suprapto, Dr.",1411,1,M,31/08/1999,09/05/2023,
1146,"Gunawan Lubis",1429,2,M,20/12/1967,05/02/1991,
1147,"Ners, Zara Kurniawan",1413,1,F,26/03/2001,09/12/2019,
1148,"Fani Utomo, dr. Sp.JP",1412,1,F,31/05/1983,15/01/2019,
1149,"Lestari Hutabarat, M.Kep",1413,1,F,23/01/2001,25/04/2020,
1150,"Tiara Gunawan",1433,2,F,12/10/1975,15/12/2012,
1151,"dr. Sp.RM, Dwi Nugroho",1412,1,M,09/08/1973,10/08/2004,
1152,"SST, Fitri Hutabarat",1414,1,F,15/08/1980,27/12/2019,
1153,"MD, Firmansyah Gunawan",1411,1,M,10/08/2002,22/08/2022,
1154,"Zulkifli Kusuma, S.Sos",1427,2,M,24/11/1965,17/03/1999,
1155,"Vera Simanjuntak",1414,1,F,03/04/1975,28/02/1996,
1156,"Dr., Rina Hutapea",1413,1,F,07/02/1973,29/04/1996,
1157,"Vina Situmorang, MD",1411,1,F,09/07/1969,06/05/1996,
1158,"Nadia Setiawan",1411,1,F,08/03/1993,08/04/2012,
1159,"Elia Rahman",1431,2,F,19/06/1970,12/06/2001,
1160,"M.KM, Intan Susanto",1426,2,F,10/09/1994,20/03/2025,
1161,"Ahmad Siahaan, S.T",1425,2,M,16/06/1970,31/07/1988,
1162,"Wahyu Siahaan, S.Gz",1421,1,M,26/09/1977,15/11/2008,
1163,"M.KM, Farhan Firmansyah",1424,2,M,20/03/2000,25/03/2018,
1164,"Fani Lubis",1434,2,F,07/01/1996,30/04/2018,
1165,"M.M, Prasetyo Sitompul",1427,2,M,16/07/1985,09/07/2017,
1166,"Hesti Wijayanto",1421,1,F,22/01/1980,10/05/2004,
1167,"MBBS, Diah Wijaya",1411,1,F,16/09/1986,23/04/2007,
1168,"Candra Pratama",1418,1,M,03/05/1999,05/06/2024,
1169,"SST, Gunawan Wibowo",1417,1,M,27/09/1976,08/01/2011,
1170,"Lukas Hermawan, dr.",1411,1,M,29/01/1983,19/03/2014,
1171,"Sinta Wijaya",1430,2,F,16/05/1980,31/08/2020,14/03/2022
1172,"A.Md.Kes, Maya Prasetyo",1415,1,F,08/03/1969,04/02/1988,
1173,"Rina Nugroho, Sp.Farm",1419,1,F,10/07/1969,19/10/1993,
1174,"Wati Sari",1415,1,F,30/11/2000,04/02/2024,22/09/2025
1175,"Ahmad Prasetyo",1429,2,M,15/09/1973,01/10/2002,
1176,"Yanti Susanto, SST",1417,1,F,01/08/1991,01/05/2009,
1177,"Purwanto Firmansyah",1423,2,M,08/03/1979,24/10/2019,
1178,"Retno Pasaribu, dr.",1411,1,F,05/09/1991,10/03/2020,
1179,"Hendra Setiadi, A.Md",1427,2,M,07/02/1990,23/12/2014,
1180,"Dr., Sri Wibowo",1411,1,F,26/03/1976,29/12/1999,
1181,"Nugroho Kusuma",1431,2,M,03/07/1996,02/11/2015,18/01/2021
1182,"Dr., Sri Tampubolon",1413,1,F,19/09/1966,10/12/1985,
1183,"Galih Kusuma, M.Kes",1415,1,M,13/06/1999,10/10/2020,
1184,"Mega Wijaya",1418,1,F,13/08/2003,05/07/2021,
1185,"M.Kep, Rini Pratama",1413,1,F,01/07/1980,21/11/2011,
1186,"Dr. dr. Sp.PD, Taufik Putra",1412,1,M,03/02/1972,03/04/1997,
1187,"Ika Utomo, M.Kes",1415,1,F,02/01/1989,28/12/2018,
1188,"Rina Prabowo, ATLM",1422,1,F,28/06/1985,01/12/2018,
1189,"Vina Siregar, Sp.Kep",1413,1,F,29/10/1995,04/08/2018,
1190,"A.Md.ELM, Yuliana Simbolon",1416,1,F,26/03/1986,30/07/2023,
1191,"Jaya Prasetyo",1427,2,M,19/05/1997,12/04/2016,
1192,"Ade Hutapea",1413,1,M,03/09/1992,17/01/2010,01/03/2014
1193,"A.Md.Kes, Widya Simanjuntak",1415,1,F,22/02/1986,01/08/2025,
1194,"Puspita Wijaya, MBBS",1411,1,F,22/01/2001,01/09/2025,
1195,"Tuti Nasution, S.Sos",1427,2,F,29/07/1994,09/10/2023,
1196,"Slamet Wibowo",1430,2,M,01/03/1988,20/09/2023,
1197,"Jaya Sitompul, S.Sos",1427,2,M,08/05/1972,08/12/2002,
1198,"A.Md.ELM, Yoga Maulana",1416,1,M,05/12/1990,23/01/2024,
1199,"M.Kes, Novita Maulana",1415,1,F,17/06/1992,03/12/2018,04/03/2023
1200,"Retno Utomo, S.Gz",1421,1,F,01/07/1977,15/05/2009,
1201,"S.Adm, Farhan Permana",1427,2,M,26/03/1994,04/06/2013,
1202,"Sp.Kep, Nur Gunawan",1413,1,F,27/01/1997,09/02/2020,
1203,"S.Tr.RMIK, Haris Sugiarto",1426,2,M,15/05/1973,18/11/1991,
1204,"Ir., Eko Malik",1423,2,M,11/05/1971,08/09/1992,25/12/2012
1205,"Nugroho Kurniawan, S.Tr.Rad",1417,1,M,31/07/1968,31/01/1991,
1206,"S.KM, Oki Simbolon",1426,2,M,04/11/1969,05/12/1997,
1207,"M.Ked, Wawan Hutapea",1411,1,M,19/06/1975,31/03/2008,
1208,"M.Kep, Haris Raharjo",1413,1,M,13/06/1994,17/05/2017,
1209,"Iwan Sinaga",1424,2,M,25/09/1980,19/04/2003,
1210,"Tri Hutabarat, SST",1414,1,F,07/04/2003,08/02/2021,
1211,"M.M, Intan Hartono",1423,2,F,30/03/1978,02/12/2011,
1212,"S.Kes, Rini Lubis",1415,1,F,21/08/1988,15/05/2006,
1213,"Kusuma Lubis",1433,2,M,24/07/1981,28/02/2021,
1214,"A.Md.Kep, Maya Budiman",1413,1,F,29/03/1976,13/01/2010,26/01/2011
1215,"Galih Utomo",1413,1,M,23/05/1998,05/05/2018,
1216,"Yoga Permana",1427,2,M,02/05/1966,24/04/1999,
1217,"MBBS, Indra Wibowo",1411,1,M,10/09/1984,05/03/2015,
1218,"A.Md.ELM, Ika Hermawan",1416,1,F,27/01/1996,25/04/2016,
1219,"Citra Pasaribu",1430,2,F,01/04/1987,20/08/2007,
1220,"S.K3, Ayu Hermawan",1435,2,F,10/05/1967,01/12/2002,
1221,"Tiara Santoso, dr.",1411,1,F,07/03/1988,21/03/2006,31/10/2007
1222,"Novita Purwanto",1413,1,F,31/12/2000,02/09/2025,
1223,"Sri Wijayanto, A.Md.Kes",1415,1,F,19/04/1978,02/12/2003,
1224,"Kartika Nugroho",1413,1,F,22/08/1977,01/10/2013,
1225,"Indah Firmansyah, S.Adm",1427,2,F,28/08/1976,12/10/2012,
1226,"drg. Sp.Perio, Irfan Nugroho",1412,1,M,17/07/1997,07/04/2025,
1227,"Prasetyo Nasution",1428,2,M,10/09/1974,30/05/2004,10/05/2023
1228,"S.Adm, Rahmat Suryanto",1427,2,M,03/02/1997,26/05/2022,
1229,"Ani Situmorang",1435,2,F,28/09/1976,27/03/2006,
1230,"Ratna Kurniawan, dr. Sp.U",1412,1,F,10/11/1990,21/01/2015,21/10/2024
1231,"M.Kes, Jaya Hutabarat",1415,1,M,12/04/1993,24/01/2012,
1232,"Nur Hidayat",1430,2,F,03/05/2000,06/04/2023,
1233,"Wawan Suryanto",1434,2,M,18/07/1965,16/11/2005,
1234,"Yuliana Hutapea",1427,2,F,08/02/1973,05/08/1993,
1235,"M.Kep, Mega Widodo",1413,1,F,30/06/1982,04/04/2016,
1236,"Retno Hutabarat, S.Tr.RMIK",1426,2,F,19/03/1985,04/01/2003,
1237,"Puspita Setiawan",1430,2,F,05/07/1983,16/06/2007,
1238,"dr. Sp.PK, Sri Hakim",1412,1,F,23/02/2000,09/09/2019,
1239,"Joko Gunawan",1418,1,M,03/11/2000,26/06/2020,
1240,"Tiara Kurniawan",1413,1,F,04/05/1993,23/11/2024,
1241,"Nanang Simanjuntak",1427,2,M,07/09/1997,21/06/2017,
1242,"S.Adm, Fani Siahaan",1427,2,F,22/01/1983,27/12/2011,24/06/2018
1243,"Widya Panjaitan, S.Adm.Kes",1423,2,F,28/03/1986,14/03/2016,
1244,"Oki Simbolon, S.Ked",1411,1,M,18/06/1992,02/06/2011,
1245,"S.E, Rini Sinaga",1423,2,F,26/06/1975,09/02/2000,
1246,"Dr., Ratna Wijayanto",1411,1,F,07/12/1986,08/12/2010,
1247,"Ahmad Sinaga",1424,2,M,27/03/1970,16/01/2008,
1248,"drg. Sp.BM, Ningsih Manurung",1412,1,F,30/08/2002,26/02/2020,
1249,"Mira Susanto",1433,2,F,21/06/1970,06/05/1998,
1250,"CA, Tiara Hakim",1428,2,F,02/01/1969,16/01/2009,
1251,"S.Kep, Ratna Permana",1413,1,F,07/09/1965,19/03/1997,
1252,"Fitri Maulana",1420,1,F,02/05/1972,22/11/2010,
1253,"Silvi Nasution, dr.",1411,1,F,18/12/2001,23/08/2021,
1254,"Farhan Budiman",1431,2,M,23/09/1984,27/03/2005,
1255,"Lestari Tampubolon, S.Kep",1413,1,F,24/06/1993,05/03/2013,
1256,"Lukas Sugiarto",1429,2,M,11/10/1977,07/01/2015,
1257,"M.Kes, Rini Suryanto",1415,1,F,25/10/1988,01/07/2012,
1258,"Nanang Hidayat",1418,1,M,20/12/1986,29/04/2020,
1259,"Maya Suryanto, M.Adm.Kes",1423,2,F,29/09/2000,24/01/2018,
1260,"Wati Prabowo",1422,1,F,17/10/1972,24/11/2007,
1261,"Dwi Lubis, S.Keb",1414,1,M,25/06/1983,15/08/2001,01/11/2006
1262,"MD, Ahmad Purwanto",1411,1,M,24/03/1992,14/03/2013,
1263,"Dr., Lina Pratama",1413,1,F,25/11/1980,22/11/2012,
1264,"Retno Firmansyah",1430,2,F,01/09/1995,31/08/2018,
1265,"Dr., Jaya Sugiarto",1413,1,M,27/02/1984,20/04/2019,
1266,"Fajar Kurniawan",1415,1,M,06/12/2002,25/07/2021,
1267,"A.Md.Kep, Indah Purwanto",1413,1,F,08/08/1994,23/12/2013,
1268,"Dra., Lestari Utomo",1423,2,F,21/04/1969,30/09/2003,
1269,"Ika Kusuma, Sp.Kep",1413,1,F,20/11/1983,26/02/2010,
1270,"Lina Hakim, Ners",1413,1,F,26/12/1985,05/03/2011,
1271,"Ningsih Siregar, A.Md.Keb",1414,1,F,19/07/1994,24/03/2014,
1272,"Fani Simbolon, ATLM",1422,1,F,28/12/1976,09/07/2001,
1273,"Hadi Setiawan",1432,2,M,26/10/1987,27/11/2015,
1274,"Eko Maulana",1429,2,M,08/10/2002,04/02/2022,11/03/2023
1275,"Maya Siregar, M.T",1423,2,F,08/09/1982,21/03/2008,
1276,"Zulkifli Putra, Dr.",1413,1,M,21/04/1994,11/06/2024,
1277,"Dr. dr. Sp.PD, Putri Susanto",1412,1,F,07/12/1983,15/01/2014,09/11/2018
1278,"Susilo Panjaitan",1429,2,M,30/01/1982,17/05/2003,
1279,"Puspita Kusuma, S.Tr.Kes",1422,1,F,08/04/1994,06/04/2014,
1280,"Zara Setiawan, M.M",1428,2,F,27/03/1965,24/10/2002,
1281,"M.Kep, Sinta Widodo",1413,1,F,18/06/1968,03/09/2002,
1282,"S.E, Wulan Santoso",1423,2,F,06/09/1993,12/09/2011,
1283,"Fajar Lubis, S.E",1427,2,M,30/01/1967,18/10/1992,
1284,"S.Kep, Dimas Simbolon",1413,1,M,19/04/1971,14/09/2004,
1285,"Wahyu Putra, M.Keb",1414,1,M,15/03/1979,07/12/2014,
1286,"Sp.Kep, Zulkifli Simbolon",1413,1,M,01/11/1992,08/10/2012,
1287,"dr. Sp.PD, Mahendra Rahman",1412,1,M,30/09/1992,12/10/2013,
1288,"Gilang Hermawan",1435,2,M,27/08/1970,27/08/2000,
1289,"S.E, Intan Malik",1427,2,F,26/01/2000,10/03/2025,
1290,"S.T, Usman Manurung",1425,2,M,22/09/1975,18/11/1997,
1291,"Dwi Hermawan",1430,2,M,16/11/1987,04/12/2017,06/10/2019
1292,"Ners, Cahyo Siregar",1413,1,M,22/09/1971,24/04/2007,
1293,"Rudi Gunawan, MBA",1423,2,M,20/11/1980,31/10/2020,
1294,"Putri Hartono, SST",1414,1,F,17/09/1984,01/09/2011,
1295,"Fitri Maulana, Ak.",1428,2,F,10/07/2000,17/02/2024,
1296,"Joko Pasaribu",1413,1,M,26/04/1989,22/09/2018,
1297,"S.Kes, Hesti Prabowo",1424,2,F,17/10/1989,23/12/2019,
1298,"Ani Nugroho",1430,2,F,10/03/2001,02/10/2019,23/10/2025
1299,"Wahyu Sari",1434,2,M,25/09/1993,20/10/2011,
1300,"Jaya Utomo",1429,2,M,27/02/1989,11/05/2018,
1301,"Dr., Sari Hutabarat",1411,1,F,24/04/1977,06/08/1998,01/12/2002
1302,"drg. Sp.BM, Wahyu Hermawan",1412,1,M,04/06/2003,17/04/2025,
1303,"Prasetyo Nasution",1426,2,M,02/01/1998,31/05/2018,
1304,"Nadia Prabowo, A.Md",1427,2,F,22/02/1982,21/09/2021,
1305,"Yuni Setiawan, A.Md.RMIK",1426,2,F,08/11/1995,21/01/2023,
1306,"Silvi Priyanto, M.Kep",1413,1,F,20/05/1994,23/07/2013,
1307,"Zainal Suryanto, dr.",1411,1,M,09/07/1990,26/07/2009,
1308,"M.T, Purwanto Saputra",1423,2,M,25/02/1991,13/07/2021,
1309,"Haris Sari, M.T",1425,2,M,11/07/1995,11/02/2016,
1310,"Dwi Maulana, M.KM",1426,2,M,16/12/1990,16/05/2016,
1311,"dr. Sp.KJ, Tuti Sugiarto",1412,1,F,06/09/1996,10/09/2022,24/10/2025
1312,"Bd., Ika Kusuma",1414,1,F,19/06/1987,25/02/2021,01/05/2023
1313,"Rudi Saputra",1429,2,M,19/04/1997,14/01/2019,
1314,"Made Raharjo, M.Kep",1413,1,M,06/01/2002,30/08/2023,
1315,"Sp.Kep, Zara Rahman",1413,1,F,21/03/1986,07/09/2009,
1316,"Vina Manurung, S.E",1423,2,F,17/05/2002,27/04/2025,
1317,"Bambang Hermawan",1430,2,M,06/08/1999,08/05/2020,
1318,"dr. Sp.BP, Putri Rahman",1412,1,F,08/05/2002,12/05/2024,
1319,"S.Sos, Gilang Suprapto",1427,2,M,04/05/1993,24/08/2024,
1320,"S.T, Lukman Hartono",1423,2,M,15/10/1972,26/12/1998,
1321,"dr. Sp.M, Lukas Hakim",1412,1,M,07/02/1987,02/05/2007,27/06/2025
1322,"Lina Saputra, M.Kep",1413,1,F,13/09/1983,22/08/2023,
1323,"Apt., Hendra Permana",1419,1,M,21/08/1998,01/01/2025,
1324,"Dr., Puspita Sari",1413,1,F,08/09/1997,16/11/2022,12/10/2024
1325,"Endah Sitompul",1428,2,F,16/04/2000,23/11/2018,28/11/2022
1326,"Ningsih Rahman, S.Kes",1415,1,F,11/05/1976,07/04/2000,
1327,"Wati Situmorang, M.Keb",1414,1,F,02/08/1974,07/11/1995,
1328,"Irfan Tampubolon",1433,2,M,01/03/1997,28/05/2018,
1329,"Farhan Wibowo",1427,2,M,02/03/2003,03/07/2024,
1330,"A.Md.Kep, Tuti Raharjo",1413,1,F,07/07/1966,28/01/1990,
1331,"Retno Hakim",1430,2,F,04/08/1983,14/12/2019,
1332,"M.Kep, Usman Priyanto",1413,1,M,04/05/1979,07/08/2012,
1333,"Hadi Priyanto, dr. Sp.RM",1412,1,M,02/09/2000,19/10/2019,
1334,"Ani Sinaga",1428,2,F,03/03/1976,17/08/2001,
1335,"Citra Siahaan",1430,2,F,26/07/1995,11/12/2019,
1336,"Gunawan Setiadi",1429,2,M,07/03/1985,29/06/2012,
1337,"Rina Wijayanto, Sp.Kep",1413,1,F,21/12/1997,08/12/2016,
1338,"Ningsih Setiawan, A.Md.Kep",1413,1,F,19/02/1971,03/09/1989,
1339,"S.Si, Wahyu Pratama",1418,1,M,25/10/1999,02/12/2021,
1340,"Retno Rahman, S.Kom",1425,2,F,20/02/1982,18/12/2006,
1341,"Ners, Lestari Wijaya",1413,1,F,09/11/1995,22/04/2015,
1342,"M.Kom, Bayu Hidayat",1425,2,M,04/12/1976,09/09/1996,
1343,"Candra Santoso, S.Tr.RMIK",1426,2,M,16/01/1998,20/01/2019,
1344,"Fani Saputra",1429,2,F,30/05/1988,26/12/2012,
1345,"Dr., Wulan Susanto",1413,1,F,29/09/1997,30/09/2021,
1346,"Ningsih Manurung, S.Kep",1413,1,F,18/05/1998,04/12/2020,
1347,"S.Tr.RMIK, Zahra Prasetyo",1426,2,F,30/04/1988,29/10/2012,
1348,"Tri Siahaan",1413,1,F,05/11/1985,14/09/2015,
1349,"Firmansyah Pasaribu, Dr.",1411,1,M,19/09/2003,01/05/2022,
1350,"Gilang Gunawan",1430,2,M,03/12/1996,22/08/2018,
1351,"Rahmat Hermawan, S.Sos",1427,2,M,09/06/1969,22/11/2003,
1352,"M.Kep, Hadi Siahaan",1413,1,M,23/12/1966,27/05/2005,
1353,"Tiara Tampubolon, Dr.",1413,1,F,15/10/2000,06/06/2025,
1354,"A.Md.Kep, Zahra Panjaitan",1413,1,F,20/03/1983,24/07/2012,
1355,"Wati Nugroho, M.KM",1426,2,F,29/04/2003,24/09/2023,
1356,"Made Hermawan",1425,2,M,27/12/1984,05/07/2019,
1357,"Novita Saputra",1430,2,F,12/04/1980,02/03/2001,
1358,"Hadi Tampubolon, S.Ked",1411,1,M,01/04/1985,22/03/2009,
1359,"MBBS, Zulkifli Hutapea",1411,1,M,15/08/1988,27/10/2018,
1360,"Farhan Setiadi",1433,2,M,19/03/1984,30/12/2013,
1361,"Vina Prabowo",1413,1,F,09/04/1975,04/09/2012,
1362,"A.Md.Kes, Agus Hermawan",1422,1,M,09/12/2001,22/03/2023,10/01/2024
1363,"Hesti Kusuma",1433,2,F,01/07/1994,17/08/2018,
1364,"S.Adm, Haris Sitompul",1427,2,M,29/05/1976,23/06/2004,
1365,"Iwan Setiawan, dr. Sp.F",1412,1,M,14/12/1983,20/11/2023,
1366,"Kusuma Firmansyah",1433,2,M,27/06/1996,19/05/2016,
1367,"A.Md, Lukman Nugroho",1427,2,M,09/01/1991,28/12/2015,
1368,"Tri Raharjo, A.Md.Kep",1413,1,F,24/04/1966,02/11/1987,05/03/2002
1369,"Nugroho Widodo, MBA",1423,2,M,25/12/1973,20/12/1994,
1370,"S.Kep, Lestari Wijayanto",1413,1,F,30/05/1977,06/03/2011,
1371,"A.Md, Kurniawan Malik",1427,2,M,07/12/1980,20/07/1999,
1372,"Ade Manurung, A.Md",1427,2,M,28/01/1990,23/07/2022,
1373,"Dr., Novita Hakim",1411,1,F,03/10/1981,01/09/2010,
1374,"Vina Panjaitan, S.Tr.RMIK",1426,2,F,12/05/1984,20/07/2010,
1375,"Sp.Kep, Candra Pasaribu",1413,1,M,25/10/1989,06/05/2008,
1376,"Rudi Kusuma",1420,1,M,12/04/1983,29/01/2011,
1377,"Rina Suprapto",1413,1,F,02/03/1988,16/10/2015,
1378,"Ahmad Susanto",1430,2,M,09/08/1974,07/07/1999,
1379,"Rini Sugiarto, S.Ak",1428,2,F,17/02/1975,12/02/2013,
1380,"A.Md.Kes, Maya Utomo",1422,1,F,25/09/1988,15/07/2012,
1381,"Fitri Malik, S.Keb",1414,1,F,30/03/1998,20/04/2019,
1382,"Lestari Sitompul",1425,2,F,18/10/1989,18/07/2023,
1383,"Gilang Simbolon, S.T",1425,2,M,09/05/1992,19/11/2011,
1384,"Slamet Kusuma, M.Farm",1419,1,M,19/04/1968,19/03/1993,
1385,"M.Farm, Citra Setiawan",1419,1,F,16/08/1971,29/11/2011,
1386,"M.Kep, Gunawan Wijayanto",1413,1,M,14/02/1983,23/07/2005,
1387,"S.Si, Budi Wijaya",1418,1,M,30/03/1988,03/07/2015,12/04/2019
1388,"Irfan Setiawan, dr. Sp.THT",1412,1,M,28/09/1978,07/12/2013,
1389,"M.Ft, Retno Utomo",1420,1,F,19/10/1978,12/09/1999,
